講義名,時間割コード,開講時期,担当教員,開講学部,曜日時限,評価方法
英語プレゼンテーション[English Presentations],9005226,春学期,亀山 千景[KAMEYAMA CHIKAGE],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005226,春学期,亀山 千景[KAMEYAMA CHIKAGE],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005227,春学期,ヴォイツェシコ， ナターリャ[VOYTSESHKO NATALYA],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005227,春学期,ヴォイツェシコ， ナターリャ[VOYTSESHKO NATALYA],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005228,秋学期,ヴォイツェシコ， ナターリャ[VOYTSESHKO NATALYA],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005228,秋学期,ヴォイツェシコ， ナターリャ[VOYTSESHKO NATALYA],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005229,秋学期,亀山 千景[KAMEYAMA CHIKAGE],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005229,秋学期,亀山 千景[KAMEYAMA CHIKAGE],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005230,秋学期,ライト， ルイス[WRIGHT LEWIS],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005230,秋学期,ライト， ルイス[WRIGHT LEWIS],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005231,秋学期,"モロニー，シェイムス[MOLONEY,SEAMUS]",全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005231,秋学期,"モロニー，シェイムス[MOLONEY,SEAMUS]",全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005232,秋学期,ハートマン，エマ[HARTMAN EMMA],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005232,秋学期,ハートマン，エマ[HARTMAN EMMA],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005233,秋学期,アロラ スワティ[ARORA SWATI],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005233,秋学期,アロラ スワティ[ARORA SWATI],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005234,秋学期,坂本 文子[SAKAMOTO AYAKO],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005234,秋学期,坂本 文子[SAKAMOTO AYAKO],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005235,秋学期,新井 良雄[ARAI YOSHIO],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005235,秋学期,新井 良雄[ARAI YOSHIO],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005236,秋学期,安山 秀盛[YASUYAMA HIDEMORI],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005236,秋学期,安山 秀盛[YASUYAMA HIDEMORI],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005237,春学期,ホフスティ， スティーブン[HOFSTEE STEPHEN],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005237,春学期,ホフスティ， スティーブン[HOFSTEE STEPHEN],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005238,春学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005238,春学期,"カティビ，ファルナズ[KHATIBI,FARNAZ]",全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005239,春学期,"ハモンド，ジョナサン[HAMMOND,JONATHAN]",全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005239,春学期,"ハモンド，ジョナサン[HAMMOND,JONATHAN]",全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005240,春学期,"キラ，アマンダ[KIRA,AMANDA]",全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005240,春学期,"キラ，アマンダ[KIRA,AMANDA]",全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005241,春学期,カールセン，マシュー[CARLSEN MATTHEW],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005241,春学期,カールセン，マシュー[CARLSEN MATTHEW],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005242,春学期,"バスタミ，モハマド[BASTAMI,MOHAMMAD]",全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005242,春学期,"バスタミ，モハマド[BASTAMI,MOHAMMAD]",全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005243,春学期,神戸 泰子[KAMBE YASUKO],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005243,春学期,神戸 泰子[KAMBE YASUKO],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005244,春学期,"バーガー，アンディ[BOERGER,ANDREW]",全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005244,春学期,"バーガー，アンディ[BOERGER,ANDREW]",全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005245,春学期,安山 秀盛[YASUYAMA HIDEMORI],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
英語プレゼンテーション[English Presentations],9005245,春学期,安山 秀盛[YASUYAMA HIDEMORI],全学教育／教養教育,,"English Exercise courses particularly emphasize students' proactive participation and effort in every class. For that reason, the term-end examination does not necessarily receive the greatest weight in determining students' course grades. Instead, emphasis in grading is placed on the students' efforts during the regular class sessions and submission of reports and other homework (which together comprise a score for day-to-day classwork), as well as on the oral presentations made on several occasions throughout the course and several short or long quizzes and exams organized during the term and the term-end examination period. Specifically, the final evaluation consists of the following four major items: compile content coherently (30%), present content orally (logistic aspects) (35%), present content orally (linguistic aspects) (25%), and speak extemporaneously (10%)."
英語プレゼンテーション[English Presentations],9005246,秋学期,時岡 幹能[TOKIOKA MOTOYOSHI],全学教育／教養教育,,英語科目は毎回の授業への積極的な参加および取り組みがことに重要視される科目である。そのため，学期末に行われる試験に最重点を置いた成績評価は行わない。平常点を構成する毎回の授業における取り組みおよび宿題・レポート課題提出物等と，学期内に数回行われるプレゼンテーションや、毎回や数回の授業をまとめて実施される理解確認の小テスト、学期内や期末試験期間中の行われる試験、等に重点を置く。最終的に、つながりよく内容をまとめられている(30%)、口頭によって内容を発表する（話の構成）（35%）、口頭によって内容を発表する（言語上の要素）（25%）、即興でスピーチする（10%）という主な4項目から評価を行う。*葬儀、指定感染症、または陪審員義務による欠席は取り消される場合があります。担当教員に確認してください。
